x,y,pmi,count
from,honour,0.2554978131387043,6
george,my,0.2554978131387043,6
honour,from,0.2554978131387043,6
my,george,0.2554978131387043,6
my,sad,0.2554978131387043,6
sad,my,0.2554978131387043,6
ear,that,0.25540237428942375,6
fearful,that,0.25540237428942375,6
heir,that,0.25540237428942375,6
that,ear,0.25540237428942375,6
that,fearful,0.25540237428942375,6
that,heir,0.25540237428942375,6
that,wear,0.25540237428942375,6
wear,that,0.25540237428942375,6
know,up,0.2553308089136495,6
up,know,0.2553308089136495,6
d,villain,0.2553308089136495,5
villain,d,0.2553308089136495,5
and,buried,0.2553069564088019,5
and,coward,0.2553069564088019,5
and,envy,0.2553069564088019,5
and,glass,0.2553069564088019,5
and,nose,0.2553069564088019,5
and,occasion,0.2553069564088019,5
and,sits,0.2553069564088019,5
and,wall,0.2553069564088019,5
buried,and,0.2553069564088019,5
coward,and,0.2553069564088019,5
envy,and,0.2553069564088019,5
glass,and,0.2553069564088019,5
nose,and,0.2553069564088019,5
occasion,and,0.2553069564088019,5
sits,and,0.2553069564088019,5
wall,and,0.2553069564088019,5
ill,your,0.2552878753481059,5
seen,your,0.2552878753481059,5
your,ill,0.2552878753481059,5
your,seen,0.2552878753481059,5
even,our,0.25528310521391967,6
our,even,0.25528310521391967,6
in,love,0.2552065391774583,57
love,in,0.2552065391774583,57
deed,is,0.2551447941087452,5
is,deed,0.2551447941087452,5
if,them,0.25513661946154287,21
them,if,0.25513661946154287,21
die,i,0.25511312694094623,39
i,die,0.25511312694094623,39
do,set,0.2550875748093339,5
set,do,0.2550875748093339,5
each,to,0.2550721709013114,13
to,each,0.2550721709013114,13
hope,s,0.2550637356593856,10
right,s,0.2550637356593856,10
s,hope,0.2550637356593856,10
s,right,0.2550637356593856,10
oath,s,0.2550637356593856,5
s,oath,0.2550637356593856,5
if,which,0.25503091312491216,26
which,if,0.25503091312491216,26
from,other,0.2550017599929368,5
other,from,0.2550017599929368,5
in,tears,0.2549552840464102,12
tears,in,0.2549552840464102,12
me,she,0.25492459511010773,53
she,me,0.25492459511010773,53
man,such,0.2549135790978111,6
such,man,0.2549135790978111,6
daughter,that,0.25484522927150777,19
that,daughter,0.25484522927150777,19
my,my,0.25480127011544984,534
they,what,0.2547282722096272,36
what,they,0.2547282722096272,36
left,the,0.25472774287463557,20
the,left,0.25472774287463557,20
music,the,0.25472774287463557,10
the,music,0.25472774287463557,10
before,here,0.2547229788887433,6
here,before,0.2547229788887433,6
crown,our,0.2546586701934715,5
our,crown,0.2546586701934715,5
child,thou,0.2546356484074711,6
rather,thou,0.2546356484074711,6
thou,child,0.2546356484074711,6
thou,rather,0.2546356484074711,6
bear,it,0.2546260091058496,14
it,bear,0.2546260091058496,14
it,use,0.2546260091058496,7
use,it,0.2546260091058496,7
her,let,0.2545919897512993,24
let,her,0.2545919897512993,24
himself,if,0.2545872272543077,5
if,himself,0.2545872272543077,5
we,where,0.254570823497745,18
where,we,0.254570823497745,18
give,why,0.2545443671313817,6
why,give,0.2545443671313817,6
as,great,0.2545077378999761,13
great,as,0.2545077378999761,13
face,is,0.25436857498896803,13
is,face,0.25436857498896803,13
name,your,0.254342729203793,17
your,name,0.254342729203793,17
madam,will,0.2542587410231559,6
will,madam,0.2542587410231559,6
must,or,0.2542270163814891,12
or,must,0.2542270163814891,12
i,patient,0.25422135151076136,7
i,quickly,0.25422135151076136,7
patient,i,0.25422135151076136,7
quickly,i,0.25422135151076136,7
and,fortune,0.25417745126783203,24
fortune,and,0.25417745126783203,24
lay,to,0.2541683319030668,20
to,lay,0.2541683319030668,20
behold,to,0.2541683319030668,10
to,behold,0.2541683319030668,10
as,please,0.2541363873156546,7
please,as,0.2541363873156546,7
in,knew,0.2540018380390876,5
knew,in,0.2540018380390876,5
do,though,0.25400047916811974,7
of,water,0.25400047916811974,7
though,do,0.25400047916811974,7
water,of,0.25400047916811974,7
been,what,0.2539277291591671,12
what,been,0.2539277291591671,12
came,that,0.2538917832641852,14
that,came,0.2538917832641852,14
late,that,0.2538917832641852,7
over,that,0.2538917832641852,7
that,late,0.2538917832641852,7
that,over,0.2538917832641852,7
about,he,0.25387225485196696,8
he,about,0.25387225485196696,8
done,let,0.2538591797971902,5
let,done,0.2538591797971902,5
his,with,0.25380040094256384,154
with,his,0.25380040094256384,154
brother,was,0.2537287903998576,7
cut,my,0.2537287903998576,7
my,cut,0.2537287903998576,7
was,brother,0.2537287903998576,7
fear,what,0.25370965509889676,11
what,fear,0.25370965509889676,11
a,was,0.2536054288078044,88
was,a,0.2536054288078044,88
then,will,0.25350014784879005,33
will,then,0.25350014784879005,33
comes,your,0.2534358704865124,13
your,comes,0.2534358704865124,13
good,man,0.25340298807257255,14
man,good,0.25340298807257255,14
thee,thus,0.25340298807257255,8
thus,thee,0.25340298807257255,8
man,t,0.25340298807257255,6
t,man,0.25340298807257255,6
at,therefore,0.2533887397996787,5
therefore,at,0.2533887397996787,5
enter,the,0.2533684476119107,11
jest,the,0.2533684476119107,11
the,enter,0.2533684476119107,11
the,jest,0.2533684476119107,11
but,there,0.2532770126060127,36
there,but,0.2532770126060127,36
keep,thou,0.2532278854830807,8
thou,keep,0.2532278854830807,8
england,for,0.2531893130464156,6
for,england,0.2531893130464156,6
eyes,of,0.25314975513134336,30
of,eyes,0.25314975513134336,30
and,their,0.25311169740317213,148
their,and,0.25311169740317213,148
go,thou,0.2531001330238853,33
thou,go,0.2531001330238853,33
death,say,0.25305581952128026,8
say,death,0.25305581952128026,8
ere,you,0.25305403988478514,20
you,ere,0.25305403988478514,20
how,pray,0.2530231940108489,5
pray,how,0.2530231940108489,5
give,your,0.252996078568521,28
your,give,0.252996078568521,28
and,war,0.2529530510153246,23
war,and,0.2529530510153246,23
my,upon,0.2529506241248244,68
upon,my,0.2529506241248244,68
i,when,0.25294171387286857,122
when,i,0.25294171387286857,122
by,men,0.25285476673029195,10
men,by,0.25285476673029195,10
back,with,0.25285002324562783,10
with,back,0.25285002324562783,10
from,which,0.2527765058577218,20
which,from,0.2527765058577218,20
are,dead,0.2527227590839321,6
dead,are,0.2527227590839321,6
as,yet,0.2526911464414736,30
yet,as,0.2526911464414736,30
as,those,0.2526911464414736,10
those,as,0.2526911464414736,10
thus,with,0.25262376927754976,19
with,thus,0.25262376927754976,19
daughter,to,0.25249474801350075,35
to,daughter,0.25249474801350075,35
close,to,0.25249474801350075,7
dispatch,to,0.25249474801350075,7
to,close,0.25249474801350075,7
to,dispatch,0.25249474801350075,7
nor,she,0.2524067361615624,7
she,nor,0.2524067361615624,7
was,well,0.2522835495256767,15
well,was,0.2522835495256767,15
had,then,0.2522646008364831,11
then,had,0.2522646008364831,11
mine,then,0.2522646008364831,9
then,mine,0.2522646008364831,9
might,what,0.2522172327302134,7
what,might,0.2522172327302134,7
none,shall,0.25220775972889553,5
shall,none,0.25220775972889553,5
for,much,0.25219663951273785,23
much,for,0.25219663951273785,23
is,man,0.25217094616288105,44
man,is,0.25217094616288105,44
thee,to,0.2521689456862156,205
to,thee,0.2521689456862156,205
hand,that,0.2521552976164404,26
that,hand,0.2521552976164404,26
send,that,0.2518858005665866,9
that,send,0.2518858005665866,9
friend,me,0.25185326282992565,8
me,friend,0.25185326282992565,8
can,us,0.25183847375545676,6
us,can,0.25183847375545676,6
to,welcome,0.2518271160881643,25
welcome,to,0.2518271160881643,25
daughter,is,0.2517911521011573,15
is,daughter,0.2517911521011573,15
born,is,0.2517911521011573,6
is,born,0.2517911521011573,6
claudio,s,0.25175270705338265,8
s,claudio,0.25175270705338265,8
never,one,0.25167287051916865,5
one,never,0.25167287051916865,5
give,no,0.2516586788938935,15
no,give,0.2516586788938935,15
but,see,0.25162381501816034,27
see,but,0.25162381501816034,27
and,talk,0.25162126683183883,22
talk,and,0.25162126683183883,22
his,hour,0.25157038586617775,6
his,sun,0.25157038586617775,6
hour,his,0.25157038586617775,6
sun,his,0.25157038586617775,6
day,not,0.2515191526073649,26
not,day,0.2515191526073649,26
and,himself,0.2514465355955638,35
himself,and,0.2514465355955638,35
after,d,0.25140938740055646,7
d,after,0.25140938740055646,7
as,one,0.2513669215935862,33
one,as,0.2513669215935862,33
keep,you,0.25136417595541044,18
you,keep,0.25136417595541044,18
do,master,0.25129458579219477,6
master,do,0.25129458579219477,6
run,the,0.2512854964636182,13
the,run,0.2512854964636182,13
god,no,0.2512506990781664,14
no,god,0.2512506990781664,14
mother,no,0.2512506990781664,7
no,mother,0.2512506990781664,7
fall,that,0.2511858898882603,10
that,fall,0.2511858898882603,10
help,s,0.25114231414629257,9
s,help,0.25114231414629257,9
for,rest,0.2511163044235503,11
rest,for,0.2511163044235503,11
hope,we,0.2511102913882386,5
we,hope,0.2511102913882386,5
ear,to,0.2509788844085514,11
patience,to,0.2509788844085514,11
tale,to,0.2509788844085514,11
to,ear,0.2509788844085514,11
to,patience,0.2509788844085514,11
to,tale,0.2509788844085514,11
me,return,0.2508080289152756,5
return,me,0.2508080289152756,5
i,none,0.2507608194012549,30
none,i,0.2507608194012549,30
further,i,0.2507608194012549,10
given,i,0.2507608194012549,10
i,further,0.2507608194012549,10
i,given,0.2507608194012549,10
i,met,0.2507608194012549,10
met,i,0.2507608194012549,10
creature,i,0.2507608194012549,5
dance,i,0.2507608194012549,5
i,creature,0.2507608194012549,5
i,dance,0.2507608194012549,5
know,this,0.2507498553452366,31
this,know,0.2507498553452366,31
she,then,0.2506708578299258,17
then,she,0.2506708578299258,17
for,mind,0.2506569765310205,9
mind,for,0.2506569765310205,9
lucentio,s,0.25065461675433054,10
people,s,0.25065461675433054,10
s,lucentio,0.25065461675433054,10
s,people,0.25065461675433054,10
hear,to,0.2506427431519072,63
to,hear,0.2506427431519072,63
lord,no,0.2506394470674754,35
no,lord,0.2506394470674754,35
king,true,0.25057439197503983,10
true,king,0.25057439197503983,10
looks,my,0.25056259546319204,10
my,looks,0.25056259546319204,10
my,yours,0.25056259546319204,10
yours,my,0.25056259546319204,10
and,sound,0.250543166612738,17
and,traitor,0.250543166612738,17
sound,and,0.250543166612738,17
traitor,and,0.250543166612738,17
ear,the,0.2504699197320941,14
heir,the,0.2504699197320941,14
hell,the,0.2504699197320941,14
the,ear,0.2504699197320941,14
the,heir,0.2504699197320941,14
the,hell,0.2504699197320941,14
have,still,0.25039747793284733,10
still,have,0.25039747793284733,10
d,that,0.25031341964400294,209
that,d,0.25031341964400294,209
but,else,0.2503057730902471,9
else,but,0.2503057730902471,9
on,thee,0.250294209716476,29
thee,on,0.250294209716476,29
how,son,0.2502122166770205,7
son,how,0.2502122166770205,7
fall,in,0.2502088490219485,9
in,fall,0.2502088490219485,9
her,to,0.25016849987042694,222
to,her,0.25016849987042694,222
and,thank,0.25016731675639087,21
and,years,0.25016731675639087,21
thank,and,0.25016731675639087,21
years,and,0.25016731675639087,21
death,o,0.2500819333692663,13
o,death,0.2500819333692663,13
both,good,0.24999673938066103,7
good,both,0.24999673938066103,7
for,friends,0.24993615564869376,14
friends,for,0.24993615564869376,14
faith,for,0.24993615564869376,7
for,faith,0.24993615564869376,7
give,shall,0.24991596294931073,14
shall,give,0.24991596294931073,14
best,it,0.2498271262240809,10
it,best,0.2498271262240809,10
of,power,0.24976342622486508,21
power,of,0.24976342622486508,21
a,sword,0.24972978562928907,9
sword,a,0.24972978562928907,9
o,the,0.24972576908127278,256
the,o,0.24972576908127278,256
for,she,0.24959513130301758,57
she,for,0.24959513130301758,57
man,that,0.2494726944441402,55
that,man,0.2494726944441402,55
majesty,of,0.2493802815313746,11
of,majesty,0.2493802815313746,11
life,on,0.2493453465863414,9
on,life,0.2493453465863414,9
grief,my,0.24933750443388586,12
lies,my,0.24933750443388586,12
my,grief,0.24933750443388586,12
my,lies,0.24933750443388586,12
as,swear,0.24933750443388586,5
swear,as,0.24933750443388586,5
from,this,0.2492655477637016,51
this,from,0.2492655477637016,51
be,breath,0.24914933524467553,5
be,ill,0.24914933524467553,5
breath,be,0.24914933524467553,5
ill,be,0.24914933524467553,5
cry,the,0.24914786549379894,16
the,cry,0.24914786549379894,16
fall,he,0.24912581982750526,6
he,fall,0.24912581982750526,6
clarence,come,0.2490929003824165,5
come,clarence,0.2490929003824165,5
art,not,0.24908271153605058,24
not,art,0.24908271153605058,24
grace,to,0.24908180721212397,39
to,grace,0.24908180721212397,39
our,see,0.24907879281263492,14
see,our,0.24907879281263492,14
should,speak,0.2490474442981827,6
speak,should,0.2490474442981827,6
best,thou,0.24903177088947254,8
thou,best,0.24903177088947254,8
saw,thou,0.24903177088947254,5
thou,saw,0.24903177088947254,5
thou,wish,0.24903177088947254,5
wish,thou,0.24903177088947254,5
if,will,0.24902512689779618,46
will,if,0.24902512689779618,46
bear,the,0.24895932870685558,49
the,bear,0.24895932870685558,49
boy,me,0.24895602405368217,9
me,boy,0.24895602405368217,9
man,romeo,0.24890248684589614,6
romeo,man,0.24890248684589614,6
are,so,0.24889308587111061,50
so,are,0.24889308587111061,50
by,god,0.24886051978198118,14
god,by,0.24886051978198118,14
him,pardon,0.24885716259205434,7
pardon,him,0.24885716259205434,7
no,part,0.24881083602106727,5
part,no,0.24881083602106727,5
every,is,0.24876469747096952,11
is,every,0.24876469747096952,11
thus,thy,0.24876469747096952,11
thy,thus,0.24876469747096952,11
them,will,0.24872625242319482,27
will,them,0.24872625242319482,27
come,day,0.24872625242319482,8
day,come,0.24872625242319482,8
life,she,0.24872625242319482,7
she,life,0.24872625242319482,7
have,part,0.24869101411883024,8
part,have,0.24869101411883024,8
both,for,0.24864168529569494,20
for,both,0.24864168529569494,20
for,husband,0.24864168529569494,10
husband,for,0.24864168529569494,10
for,late,0.24864168529569494,5
late,for,0.24864168529569494,5
know,which,0.24862054608656406,12
which,know,0.24862054608656406,12
and,company,0.24857357374983352,12
and,virtue,0.24857357374983352,12
company,and,0.24857357374983352,12
virtue,and,0.24857357374983352,12
weep,with,0.24857122526635286,5
with,weep,0.24857122526635286,5
d,pity,0.24849138438334406,5
pity,d,0.24849138438334406,5
if,then,0.24848105310635632,25
then,if,0.24848105310635632,25
enemy,to,0.24833878824234296,12
sight,to,0.24833878824234296,12
to,enemy,0.24833878824234296,12
to,sight,0.24833878824234296,12
to,want,0.24833878824234296,8
to,woo,0.24833878824234296,8
want,to,0.24833878824234296,8
woo,to,0.24833878824234296,8
then,thou,0.24827317771510676,44
thou,then,0.24827317771510676,44
did,time,0.2481768602159597,5
time,did,0.2481768602159597,5
such,yet,0.24812758975451896,6
yet,such,0.24812758975451896,6
not,till,0.2480967985543995,16
till,not,0.2480967985543995,16
at,first,0.24809239998973018,11
first,at,0.24809239998973018,11
but,mean,0.2480555375798363,7
but,mind,0.2480555375798363,7
mean,but,0.2480555375798363,7
mind,but,0.2480555375798363,7
god,which,0.2478552692684518,9
which,god,0.2478552692684518,9
begin,i,0.24775530926152964,8
i,begin,0.24775530926152964,8
i,win,0.24775530926152964,8
win,i,0.24775530926152964,8
and,still,0.24771782079925023,39
still,and,0.24771782079925023,39
sister,the,0.24769131472022016,19
the,sister,0.24769131472022016,19
he,stay,0.2476757534322725,13
stay,he,0.2476757534322725,13
all,in,0.24765604530491075,118
in,all,0.24765604530491075,118
rest,thy,0.24763519232999964,6
thy,rest,0.24763519232999964,6
breath,in,0.2475197105111673,7
in,breath,0.2475197105111673,7
in,seen,0.2475197105111673,7
seen,in,0.2475197105111673,7
for,hast,0.24751218015472506,16
hast,for,0.24751218015472506,16
off,so,0.24751218015472506,8
so,off,0.24751218015472506,8
ha,not,0.24750632330109554,5
having,not,0.24750632330109554,5
loss,not,0.24750632330109554,5
mad,not,0.24750632330109554,5
not,ha,0.24750632330109554,5
not,having,0.24750632330109554,5
not,loss,0.24750632330109554,5
not,mad,0.24750632330109554,5
bloody,the,0.24730372479542856,20
present,the,0.24730372479542856,20
the,bloody,0.24730372479542856,20
the,present,0.24730372479542856,20
can,good,0.24729084600473614,10
good,can,0.24729084600473614,10
shall,there,0.24721006957338573,20
there,shall,0.24721006957338573,20
show,you,0.2471680613618023,18
you,show,0.2471680613618023,18
twas,you,0.2471680613618023,9
you,twas,0.2471680613618023,9
is,much,0.24713913918423216,25
much,is,0.24713913918423216,25
dear,for,0.2469997382287182,11
for,dear,0.2469997382287182,11
have,wrong,0.24699122924093586,5
wrong,have,0.24699122924093586,5
send,the,0.24695334600925703,21
the,send,0.24695334600925703,21
of,poor,0.24687424756160137,32
poor,of,0.24687424756160137,32
any,me,0.24665206914411789,18
me,any,0.24665206914411789,18
get,me,0.24665206914411789,6
me,get,0.24665206914411789,6
while,you,0.24657191235686485,14
you,while,0.24657191235686485,14
how,our,0.24656599227177828,22
our,how,0.24656599227177828,22
i,though,0.24639601399880479,44
though,i,0.24639601399880479,44
but,thine,0.24637547946181468,9
thine,but,0.24637547946181468,9
body,but,0.24637547946181468,6
but,body,0.24637547946181468,6
but,war,0.24637547946181468,6
war,but,0.24637547946181468,6
and,ready,0.24635211375587546,15
ready,and,0.24635211375587546,15
say,will,0.2463014923718493,26
will,say,0.2463014923718493,26
land,s,0.24628981135188047,6
s,land,0.24628981135188047,6
alas,s,0.24628981135188047,5
s,alas,0.24628981135188047,5
s,signior,0.24628981135188047,5
signior,s,0.24628981135188047,5
er,her,0.2462130581785286,7
her,er,0.2462130581785286,7
think,us,0.2462103887470307,5
us,think,0.2462103887470307,5
not,shall,0.24617428774825342,92
shall,not,0.24617428774825342,92
be,indeed,0.2461438251049503,8
be,thought,0.2461438251049503,8
indeed,be,0.2461438251049503,8
thought,be,0.2461438251049503,8
so,sorrow,0.24613565132592177,5
sorrow,so,0.24613565132592177,5
oath,to,0.24611732824838492,13
to,oath,0.24611732824838492,13
do,me,0.24610818118085592,76
me,do,0.24610818118085592,76
hour,the,0.24607863376612232,24
the,hour,0.24607863376612232,24
love,thou,0.2460053162592847,33
thou,love,0.2460053162592847,33
even,he,0.24599010597464668,12
he,even,0.24599010597464668,12
a,wind,0.24579949200085668,6
a,youth,0.24579949200085668,6
wind,a,0.24579949200085668,6
youth,a,0.24579949200085668,6
it,young,0.24567116645292322,10
young,it,0.24567116645292322,10
it,villain,0.24567116645292322,6
villain,it,0.24567116645292322,6
child,him,0.24562217942654413,5
him,child,0.24562217942654413,5
i,part,0.24562117974884382,28
part,i,0.24562117974884382,28
like,man,0.24555745504423657,8
man,like,0.24555745504423657,8
and,given,0.2455471191196457,11
and,took,0.2455471191196457,11
given,and,0.2455471191196457,11
took,and,0.2455471191196457,11
brother,his,0.24549623815398458,20
his,brother,0.24549623815398458,20
bid,his,0.24549623815398458,8
his,bid,0.24549623815398458,8
brother,richard,0.24549623815398458,5
richard,brother,0.24549623815398458,5
himself,with,0.24548563870307577,11
with,himself,0.24548563870307577,11
be,not,0.24546976865751077,185
not,be,0.24546976865751077,185
but,who,0.24543747805635027,25
who,but,0.24543747805635027,25
eye,the,0.24539951794063533,27
the,eye,0.24539951794063533,27
our,them,0.2453983090742673,20
them,our,0.2453983090742673,20
he,left,0.24536567095419845,5
left,he,0.24536567095419845,5
one,than,0.245292773881393,11
than,one,0.245292773881393,11
if,thee,0.2452546349399956,33
thee,if,0.2452546349399956,33
death,on,0.2452417461475641,12
on,death,0.2452417461475641,12
as,rest,0.2451815446627281,8
rest,as,0.2451815446627281,8
full,thy,0.24516057320214427,5
thy,full,0.24516057320214427,5
not,thine,0.24515241790761824,12
thine,not,0.24515241790761824,12
bold,to,0.24513364836713158,9
to,bold,0.24513364836713158,9
dead,do,0.2450456365151933,6
do,dead,0.2450456365151933,6
now,upon,0.24496954652605343,15
upon,now,0.24496954652605343,15
that,young,0.24493694061125879,15
young,that,0.24493694061125879,15
oath,that,0.24493694061125879,7
that,oath,0.24493694061125879,7
murder,that,0.24493694061125879,5
that,murder,0.24493694061125879,5
and,present,0.2448774281898698,18
present,and,0.2448774281898698,18
romeo,s,0.24479482026492932,29
s,romeo,0.24479482026492932,29
be,little,0.24478452984222548,11
little,be,0.24478452984222548,11
rome,the,0.244699607262309,31
the,rome,0.244699607262309,31
one,when,0.2446598891283334,10
when,one,0.2446598891283334,10
me,not,0.24459968498465526,191
not,me,0.24459968498465526,191
as,cause,0.24459106940942413,7
as,rome,0.24459106940942413,7
cause,as,0.24459106940942413,7
rome,as,0.24459106940942413,7
now,st,0.24456156671032628,8
on,st,0.24456156671032628,8
st,now,0.24456156671032628,8
st,on,0.24456156671032628,8
must,what,0.24443457562533788,24
what,must,0.24443457562533788,24
name,thou,0.24428533586501092,14
thou,name,0.24428533586501092,14
be,god,0.2442280986554055,26
god,be,0.2442280986554055,26
hath,mine,0.24421890052170112,7
hath,out,0.24421890052170112,7
mine,hath,0.24421890052170112,7
out,hath,0.24421890052170112,7
pity,you,0.24414160673161447,11
you,pity,0.24414160673161447,11
gone,so,0.24407900431633112,8
so,gone,0.24407900431633112,8
but,kate,0.24403426364691216,5
kate,but,0.24403426364691216,5
at,was,0.24399911349697018,16
was,at,0.24399911349697018,16
god,will,0.24394247254717963,16
will,god,0.24394247254717963,16
and,having,0.24382713872537184,14
and,mad,0.24382713872537184,14
having,and,0.24382713872537184,14
mad,and,0.24382713872537184,14
action,and,0.24382713872537184,7
and,action,0.24382713872537184,7
and,aside,0.24382713872537184,7
and,liberty,0.24382713872537184,7
and,padua,0.24382713872537184,7
aside,and,0.24382713872537184,7
liberty,and,0.24382713872537184,7
padua,and,0.24382713872537184,7
own,s,0.2437426223380006,17
s,own,0.2437426223380006,17
art,d,0.2437275945872801,17
d,art,0.2437275945872801,17
a,s,0.24369183063197192,300
s,a,0.24369183063197192,300
like,such,0.24366179737756358,6
such,like,0.24366179737756358,6
on,one,0.24354329078802137,16
one,on,0.24354329078802137,16
a,into,0.2434582761859542,15
into,a,0.2434582761859542,15
a,ah,0.2434582761859542,10
ah,a,0.2434582761859542,10
a,dangerous,0.2434582761859542,5
a,gold,0.2434582761859542,5
dangerous,a,0.2434582761859542,5
gold,a,0.2434582761859542,5
death,let,0.24338710497211055,9
let,death,0.24338710497211055,9
hold,it,0.24337936967333834,9
it,hold,0.24337936967333834,9
say,we,0.24328151322504626,23
we,say,0.24328151322504626,23
my,prithee,0.2432633567216927,7
prithee,my,0.2432633567216927,7
from,stay,0.2432633567216927,5
hard,my,0.2432633567216927,5
my,hard,0.2432633567216927,5
my,throne,0.2432633567216927,5
my,want,0.2432633567216927,5
stay,from,0.2432633567216927,5
throne,my,0.2432633567216927,5
want,my,0.2432633567216927,5
crown,if,0.24320768151080896,5
if,crown,0.24320768151080896,5
be,much,0.2431589715554881,20
much,be,0.2431589715554881,20
but,indeed,0.2430347362047856,7
indeed,but,0.2430347362047856,7
first,lady,0.24301287446045522,5
lady,first,0.24301287446045522,5
me,think,0.24290812801024322,22
think,me,0.24290812801024322,22
hundred,i,0.2427918897299795,6
i,hundred,0.2427918897299795,6
i,lived,0.2427918897299795,6
i,rise,0.2427918897299795,6
i,walk,0.2427918897299795,6
lived,i,0.2427918897299795,6
rise,i,0.2427918897299795,6
walk,i,0.2427918897299795,6
by,mine,0.242786372069788,14
mine,by,0.242786372069788,14
did,yet,0.24275657791604238,7
yet,did,0.24275657791604238,7
for,us,0.24272387936825066,41
us,for,0.24272387936825066,41
company,in,0.2427208276293986,5
in,company,0.2427208276293986,5
in,souls,0.2427208276293986,5
souls,in,0.2427208276293986,5
god,let,0.24270692553487272,8
let,god,0.24270692553487272,8
let,st,0.24270692553487272,6
st,let,0.24270692553487272,6
is,that,0.24267552044789278,301
that,is,0.24267552044789278,301
all,keep,0.24266058843353205,5
keep,all,0.24266058843353205,5
give,must,0.24264514383167396,6
must,give,0.24264514383167396,6
bids,to,0.24258645935325174,5
english,to,0.24258645935325174,5
sort,to,0.24258645935325174,5
stop,to,0.24258645935325174,5
to,bids,0.24258645935325174,5
to,english,0.24258645935325174,5
to,sort,0.24258645935325174,5
to,stop,0.24258645935325174,5
to,wisdom,0.24258645935325174,5
wisdom,to,0.24258645935325174,5
dear,me,0.2425355029492857,10
me,dear,0.2425355029492857,10
was,yet,0.24252371223652044,11
yet,was,0.24252371223652044,11
have,more,0.24249072801425936,45
more,have,0.24249072801425936,45
had,that,0.24246232148340338,50
that,had,0.24246232148340338,50
a,thought,0.24245874874382753,14
thought,a,0.24245874874382753,14
me,with,0.24243967451070117,171
with,me,0.24243967451070117,171
ah,is,0.24234959586831584,7
is,ah,0.24234959586831584,7
good,tis,0.24233636708073342,12
tis,good,0.24233636708073342,12
little,we,0.24233636708073342,6
we,little,0.24233636708073342,6
bring,we,0.24233636708073342,5
farewell,we,0.24233636708073342,5
we,bring,0.24233636708073342,5
we,farewell,0.24233636708073342,5
have,no,0.2421710412262479,70
no,have,0.2421710412262479,70
like,love,0.24215120635232504,9
love,like,0.24215120635232504,9
like,mine,0.24215120635232504,6
mine,like,0.24215120635232504,6
brother,like,0.24215120635232504,5
like,brother,0.24215120635232504,5
heart,on,0.24207665002157688,9
on,heart,0.24207665002157688,9
may,say,0.242033207579176,10
say,may,0.242033207579176,10
are,such,0.24199889369215902,12
such,are,0.24199889369215902,12
and,green,0.24194299485082044,10
green,and,0.24194299485082044,10
for,kill,0.24190830263672652,8
kill,for,0.24190830263672652,8
master,me,0.2419056341196562,13
me,master,0.2419056341196562,13
by,now,0.2418117232263773,34
now,by,0.2418117232263773,34
d,saw,0.24175800172437564,5
saw,d,0.24175800172437564,5
friends,now,0.2417163891283316,5
friends,on,0.2417163891283316,5
now,friends,0.2417163891283316,5
on,friends,0.2417163891283316,5
people,to,0.2417082093433299,26
to,people,0.2417082093433299,26
me,on,0.241667285789266,66
on,me,0.241667285789266,66
if,therefore,0.24160610201200766,7
therefore,if,0.24160610201200766,7
father,here,0.24156153283077242,10
here,father,0.24156153283077242,10
at,doth,0.24156153283077242,6
doth,at,0.24156153283077242,6
his,words,0.2414934957003107,9
words,his,0.2414934957003107,9
night,s,0.24149092847011175,18
s,night,0.24149092847011175,18
let,noble,0.24148528061709162,5
noble,let,0.24148528061709162,5
city,of,0.24141135186009924,12
of,city,0.24141135186009924,12
of,times,0.24141135186009924,10
times,of,0.24141135186009924,10
general,of,0.24141135186009924,9
of,general,0.24141135186009924,9
dream,of,0.24141135186009924,8
of,dream,0.24141135186009924,8
of,sad,0.24141135186009924,7
sad,of,0.24141135186009924,7
of,quarrel,0.24141135186009924,6
quarrel,of,0.24141135186009924,6
bawd,of,0.24141135186009924,5
letters,of,0.24141135186009924,5
of,bawd,0.24141135186009924,5
of,letters,0.24141135186009924,5
of,ourselves,0.24141135186009924,5
ourselves,of,0.24141135186009924,5
i,keep,0.24138412680558918,28
keep,i,0.24138412680558918,28
am,out,0.2413585533089548,7
out,am,0.2413585533089548,7
bound,you,0.24124307885179788,7
honest,you,0.24124307885179788,7
known,you,0.24124307885179788,7
patience,you,0.24124307885179788,7
you,bound,0.24124307885179788,7
you,honest,0.24124307885179788,7
you,known,0.24124307885179788,7
you,patience,0.24124307885179788,7
shall,t,0.2412123754274323,13
t,shall,0.2412123754274323,13
be,doubt,0.24118040557340023,5
doubt,be,0.24118040557340023,5
them,well,0.24108451012931942,13
well,them,0.24108451012931942,13
as,might,0.24106497846789593,8
might,as,0.24106497846789593,8
richard,richard,0.24099573692730816,8
am,no,0.24094748419932205,22
no,am,0.24094748419932205,22
power,to,0.24089659542387692,27
to,power,0.24089659542387692,27
live,will,0.24089477946517435,8
will,live,0.24089477946517435,8
ground,in,0.24086882276780514,6
in,ground,0.24086882276780514,6
in,near,0.24086882276780514,6
in,sin,0.24086882276780514,6
in,slain,0.24086882276780514,6
in,stands,0.24086882276780514,6
near,in,0.24086882276780514,6
sin,in,0.24086882276780514,6
slain,in,0.24086882276780514,6
stands,in,0.24086882276780514,6
being,now,0.2407913739076974,7
now,being,0.2407913739076974,7
enough,your,0.2407880785178728,6
